(2876, 52617)
(125781, 176538)
(40759, 172099)
(184284, 69692)
(5134, 39145)
(117555, 108472)
(139445, 174487)
(70433, 137798)
(125475, 141153)
(167727, 135434)
(99158, 175840)
(175949, 151181)
(73669, 146061)
(129399, 173405)
(82356, 183447)
(53809, 73207)
(119348, 91788)
(165363, 140180)
(91561, 156100)
(160111, 127030)
(87331, 162436)
(86342, 129511)
(3638, 72135)
(47250, 110151)
(66842, 68723)
(44073, 54767)
(34820, 47516)
(182690, 39732)
(74517, 17987)
(1922, 128425)
(185109, 54331)
(793, 164902)
(129510, 132288)
(180913, 120726)
(160095, 8882)
(129207, 138451)
(20305, 37243)
(48769, 92880)
(27087, 42915)
(162949, 111721)
(171473, 174936)
(73810, 178774)
(118249, 124467)
(27866, 147879)
(34525, 57306)
(127112, 6611)
(133656, 44344)
(34714, 51342)
(43411, 152745)
(114768, 39808)
(140697, 156263)
(159038, 100444)
(180187, 94931)
(167438, 163049)
(135368, 100091)
(124642, 111283)
(62598, 169133)
(25707, 96154)
(21898, 185427)
(108696, 167179)
(5197, 57048)
(108916, 117449)
(158555, 149139)
(89959, 71213)
(56478, 114475)
(98815, 159526)
(109111, 161035)
(17336, 159010)
(104822, 61396)
(149108, 50723)
(58066, 144902)
(52679, 147400)
(62089, 100385)
(48079, 40605)
(119149, 125176)
(185892, 30023)
(68519, 23275)
(149796, 62607)
(36664, 178954)
(144264, 128649)
(65166, 140934)
(131082, 59606)
(103228, 5927)
(89906, 6947)
(141573, 65536)
(17855, 89403)
(129611, 99145)
(17747, 82862)
(43410, 120771)
(26207, 155741)
(71692, 166320)
(70328, 125912)
(53626, 48762)
(13279, 183586)
(135156, 61853)
(106505, 142435)
(175011, 123221)
(173377, 8528)
(182068, 137023)
(43406, 165114)
(161998, 101919)
(135827, 59575)
(169785, 34829)
(69887, 125511)
(154208, 114572)
(66213, 23196)
(61342, 96976)
(58876, 61859)
(179980, 28097)
(35180, 94696)
(178433, 19756)
(158432, 122055)
(105559, 24918)
(141389, 10700)
(10920, 91679)
(142895, 30934)
(101505, 161968)
(118903, 32712)
(79664, 71075)
(117341, 60555)
(148082, 152816)
(70149, 84989)
(99669, 80273)
(46222, 163542)
(80555, 172095)
(99309, 137067)
(136872, 28702)
(114302, 27865)
(150770, 134265)
(99855, 11645)
(105974, 73326)
