(84, 99)
(85, 22)
(92, 81)
(13, 41)
(72, 72)
(33, 43)
(30, 18)
(79, 72)
(58, 85)
(75, 40)
(32, 36)
(22, 39)
(67, 37)
(6, 38)
(100, 45)
(105, 40)
(93, 82)
(19, 81)
(69, 98)
(34, 86)
(107, 28)
(73, 104)
(54, 36)
(31, 45)
(91, 44)
(38, 69)
(7, 46)
(96, 98)
(10, 22)
(46, 79)
(14, 87)
(4, 86)
(5, 46)
(23, 73)
(18, 56)
(8, 43)
(42, 18)
(44, 56)
(87, 64)
(62, 44)
(51, 38)
(68, 66)
(0, 47)
(37, 91)
(9, 39)
(21, 104)
(53, 11)
(108, 79)
(60, 99)
(74, 10)
(64, 79)
(71, 23)
(43, 82)
(57, 85)
(52, 71)
(47, 56)
(78, 70)
(40, 41)
(82, 82)
(97, 63)
(15, 104)
(56, 68)
(103, 24)
(65, 44)
(65, 65)
(103, 85)
(56, 41)
(15, 5)
(97, 46)
(82, 27)
(40, 68)
(78, 39)
(47, 53)
(52, 38)
(57, 24)
(43, 27)
(71, 86)
(64, 30)
(74, 99)
(60, 10)
(108, 30)
(53, 98)
(21, 5)
(9, 70)
(37, 18)
(0, 62)
(68, 43)
(51, 71)
(62, 65)
(87, 45)
(44, 53)
(42, 91)
(8, 66)
(18, 53)
(23, 36)
(5, 63)
(4, 23)
(14, 22)
(46, 30)
(10, 87)
(96, 11)
(7, 63)
(38, 40)
(91, 65)
(31, 64)
(54, 73)
(73, 5)
(107, 81)
(34, 23)
(69, 11)
(19, 28)
(93, 27)
(105, 69)
(100, 64)
(6, 71)
(67, 72)
(22, 70)
(32, 73)
(75, 69)
(58, 24)
(79, 37)
(30, 91)
(33, 66)
(72, 37)
(13, 68)
(92, 28)
(85, 87)
(84, 10)
