(221908, 635341)
(316568, 475339)
(164710, 365019)
(229719, 295528)
(371855, 249001)
(566124, 495662)
(262550, 401242)
(470225, 419001)
(620168, 203569)
(186366, 266341)
(342409, 60302)
(299923, 252627)
(591366, 523699)
(529303, 47835)
(555423, 247749)
(189930, 672752)
(367922, 54972)
(26927, 439229)
(621846, 659164)
(142282, 602690)
(486879, 299774)
(86751, 571374)
(178129, 560631)
(211722, 109228)
(467550, 424324)
(549648, 478530)
(411321, 194666)
(263988, 672328)
(634930, 547553)
(511517, 354369)
(233375, 399399)
(423160, 358126)
(200058, 308772)
(605379, 672727)
(431621, 1059)
(177632, 164479)
(94350, 399645)
(296583, 573337)
(188980, 365484)
(504869, 421558)
(243380, 483650)
(57135, 488027)
(111257, 13751)
(444725, 552908)
(663962, 193474)
(312160, 144502)
(544719, 229974)
(198681, 516663)
(155924, 675378)
(397794, 475531)
(617817, 582427)
(581656, 157343)
(306514, 307774)
(504602, 671533)
(292476, 307274)
(146338, 576592)
(85915, 603270)
(307051, 578800)
(175337, 315813)
(411661, 674518)
(550537, 676146)
(672321, 161802)
(200971, 55551)
(385780, 417254)
(530636, 290908)
(309812, 370358)
(414821, 300367)
(657369, 300181)
(542509, 518751)
(265842, 327165)
(483637, 157676)
(670051, 232979)
(19225, 222804)
(44964, 138943)
(535336, 85916)
(426471, 247810)
(465117, 419042)
(539001, 583643)
(420724, 575971)
(269416, 409945)
(489960, 121145)
(488719, 301200)
(333617, 467227)
(111342, 526709)
(660168, 574528)
(450457, 361078)
(178713, 588124)
(231944, 619170)
(393409, 191065)
(451331, 590879)
(133209, 126245)
(383987, 88559)
(629644, 485305)
(292342, 44858)
(144854, 252822)
(178801, 106708)
(420200, 479284)
(107535, 222815)
(447628, 282594)
(501738, 50928)
(325687, 644860)
(272875, 290060)
(117384, 410714)
(306677, 316266)
(466681, 616323)
(322764, 613313)
(240066, 261628)
(262525, 352000)
(604194, 21398)
(625482, 302729)
(532345, 656815)
(607605, 42457)
(297325, 569994)
(45560, 33336)
(176512, 11510)
(216485, 312315)
(265032, 608801)
(624767, 82097)
(132081, 552511)
(92927, 421338)
(532645, 185853)
(430565, 624824)
(668615, 459562)
(202556, 598292)
(154096, 200162)
(251921, 609294)
(420051, 338204)
(662466, 121267)
(588563, 107025)
(263667, 384043)
(457228, 559439)
(358195, 591128)
(302320, 310881)
(243189, 36000)
(354095, 70455)
(135418, 548919)
(212999, 59355)
(585271, 447570)
(648155, 157253)
(509489, 596185)
(364154, 400860)
(506727, 11223)
(616759, 617166)
(234008, 591143)
(636188, 125274)
(55231, 396978)
(602322, 378766)
(162034, 617239)
(668381, 109368)
(110543, 556159)
(166420, 249572)
(517776, 215894)
(311091, 94315)
(606739, 639209)
(396165, 350575)
(13396, 551118)
(131064, 402301)
(38018, 626328)
(512357, 190484)
(189210, 167161)
(198976, 122070)
(618701, 185745)
(44722, 163677)
(62744, 336264)
(369680, 334202)
(633127, 393599)
(322581, 332565)
(136701, 591285)
(469773, 560823)
(597067, 604326)
(317093, 497907)
(393158, 271492)
(14462, 594852)
(141083, 582673)
(50849, 38734)
(445430, 327875)
(356456, 580037)
(401603, 352966)
(338992, 117189)
(250436, 192514)
(240078, 74068)
(293804, 639741)
(334164, 396880)
(164226, 220708)
(481453, 165729)
(638827, 403921)
(601541, 183933)
(604199, 515692)
(356810, 84252)
(443801, 40307)
(82414, 328208)
(155729, 21604)
(153043, 384851)
(557091, 270217)
(666234, 121695)
(169713, 210009)
(233571, 444527)
(192891, 88700)
(577670, 90989)
(547075, 122049)
(173598, 423468)
(655754, 673547)
(315833, 320702)
(286132, 444287)
(257706, 559771)
(127702, 80064)
(129716, 233934)
(652783, 29998)
(598236, 15274)
(188285, 419955)
(227336, 367426)
(415185, 417454)
(334387, 90071)
(479760, 474528)
(88004, 298611)
(419272, 547024)
(204439, 308767)
(642948, 530088)
(646185, 471897)
(365541, 109122)
(355108, 522484)
(5113, 153262)
(404744, 501794)
(638741, 677980)
(146910, 404689)
(159728, 648965)
(417429, 130284)
(91701, 588921)
(123593, 280574)
(27252, 561204)
(516854, 139483)
(80813, 119003)
(452770, 477017)
(253338, 545391)
(346189, 89116)
(158736, 201005)
(314038, 116969)
(518824, 444782)
(393878, 187941)
(620488, 3531)
(338074, 614365)
(86124, 157266)
(383327, 309704)
(106969, 177581)
(129457, 298939)
(335097, 278368)
(335515, 4024)
(323587, 192146)
(517325, 445792)
(139953, 582441)
(247615, 194803)
(513383, 535233)
(6972, 154266)
(513608, 187784)
(499133, 616165)
(322092, 222006)
(171760, 29632)
(195145, 79952)
(113291, 601631)
(40942, 228720)
(346172, 218736)
(625417, 677355)
(399923, 147249)
(398910, 573117)
(78108, 357302)
(480281, 495169)
(473284, 396488)
(102544, 398051)
(56033, 590931)
(517505, 399252)
(86805, 279092)
(441900, 131737)
(142622, 283874)
(230994, 621563)
(342764, 395026)
(46609, 102922)
(512181, 431122)
(332521, 566192)
(590365, 645954)
(275475, 181514)
(459352, 370030)
(211791, 633978)
(169657, 401582)
(311380, 1715)
(220430, 311699)
(244685, 579158)
(121230, 166930)
(196843, 55454)
(305694, 225168)
(366715, 157962)
(239862, 206635)
(347, 583012)
(433473, 587450)
(327737, 126796)
(363459, 370772)
(167599, 470982)
(646040, 192972)
(519583, 22605)
(280204, 5376)
(219083, 200887)
(607862, 120057)
(670989, 365887)
(377022, 543968)
(537363, 64757)
(358046, 414899)
(218062, 583491)
(130831, 666624)
(569777, 311293)
(126414, 17697)
(5310, 33927)
(28691, 646731)
(217219, 385231)
(675588, 16052)
(59, 138407)
(445295, 301361)
(561038, 456100)
(16636, 558204)
(490818, 69168)
(63272, 10640)
(637399, 114615)
(649642, 118711)
(21937, 283211)
(659469, 296179)
(19829, 509443)
(473344, 581129)
(362178, 292889)
(522146, 553825)
(461810, 448312)
(587495, 142257)
(302994, 49193)
(238881, 471477)
(244027, 398826)
(157725, 35789)
(207040, 153288)
(298722, 43844)
(96653, 438257)
(240947, 567133)
(119877, 585848)
(298170, 434723)
(583648, 426874)
(129447, 504970)
(121006, 153730)
(209822, 475101)
(510049, 190545)
(149781, 307148)
(545108, 137780)
(425077, 65267)
(213951, 38662)
(464132, 140458)
(648731, 262212)
(57818, 26885)
(575531, 65957)
(321441, 449496)
(479445, 380812)
(433070, 312959)
(246971, 459902)
(335837, 578393)
(608421, 636707)
(379171, 476135)
(598738, 172292)
(276574, 400910)
(223866, 269101)
(393667, 26377)
(338833, 173660)
(246690, 16012)
(250621, 165226)
(191348, 534126)
(374571, 368472)
(646412, 552760)
(232486, 276048)
(365552, 650232)
(511044, 45266)
(211097, 429600)
(677568, 134369)
(606416, 501235)
(136970, 64802)
(137431, 668512)
(501850, 428208)
(487999, 426983)
(207567, 135022)
(421989, 360238)
(319903, 59246)
(457306, 378004)
(152659, 612052)
(639141, 404957)
(52356, 315406)
(672233, 504335)
(157508, 233994)
(190644, 565355)
(575246, 483362)
(372609, 242919)
(337199, 260009)
(448165, 499910)
(440061, 542844)
(274693, 185365)
(275271, 210335)
(107144, 180102)
(472260, 315344)
(486923, 524548)
(316695, 266150)
(136697, 87035)
(270190, 547423)
(433691, 653648)
(29594, 368210)
(307923, 512136)
(380006, 343999)
(54065, 1841)
(189161, 56751)
(197592, 241731)
(447500, 200406)
(463025, 210242)
(20899, 128524)
(434058, 367953)
(657723, 615394)
(172638, 351730)
(536385, 15737)
(253678, 584583)
(152171, 319704)
(132297, 393476)
(184163, 258166)
(290888, 578140)
(239288, 373076)
(178354, 177482)
(490345, 361729)
(331758, 113628)
(546996, 145725)
(112394, 253000)
(599655, 459268)
(356642, 431239)
(224791, 517955)
(186444, 343239)
(614648, 407361)
(48833, 543720)
(315915, 571522)
(22795, 387450)
(5107, 249807)
(636153, 62215)
(614793, 370985)
(369625, 373684)
(518026, 221480)
(356423, 356395)
(310232, 440745)
(335859, 106117)
(250862, 385939)
(169613, 200965)
(568261, 491457)
(184042, 284822)
(164914, 405257)
(658460, 659739)
(248132, 230911)
(593284, 365834)
(424876, 468028)
(605482, 673305)
(519252, 245771)
(301254, 183236)
(636594, 334549)
(522386, 269501)
(243671, 21234)
(235497, 559460)
(528890, 87928)
(602493, 304406)
(15782, 137178)
(398757, 642132)
(508361, 629532)
(486900, 26646)
(152909, 306841)
(416316, 32772)
(490574, 547020)
(33616, 252627)
(601256, 551126)
(75533, 364380)
(184852, 395646)
(266868, 347251)
(89278, 185061)
(217128, 449170)
(203420, 257361)
(611883, 468984)
(676998, 252165)
(507740, 94635)
(234479, 569620)
(345068, 425980)
(34592, 640976)
(27025, 265911)
(464207, 436881)
(80340, 194255)
(165642, 523116)
(539003, 411301)
(325288, 594283)
(227482, 549374)
(223520, 207404)
(315052, 441348)
(462348, 198991)
(8160, 269501)
(438367, 117169)
(652228, 637746)
(541760, 102823)
(191579, 426513)
(230071, 613780)
(443909, 139825)
(435773, 644666)
(207335, 299444)
(537907, 310777)
(147704, 67734)
(38276, 364254)
(644439, 295076)
(502499, 38888)
(334746, 67532)
(36765, 40348)
(169918, 450292)
(477878, 400121)
(43918, 387500)
(301217, 547567)
(655405, 668424)
(354136, 336000)
(12835, 515186)
(131006, 519674)
(344662, 643972)
(306793, 57083)
(79254, 369894)
(676497, 259957)
(370802, 277035)
(252635, 561972)
(477036, 392512)
(214455, 421042)
(489748, 477139)
(27904, 163452)
(168160, 613981)
(403572, 475443)
(673933, 22912)
(300864, 286619)
(97990, 150710)
(448237, 248510)
(105104, 272288)
(582823, 558992)
(168932, 298935)
(122683, 358626)
(570135, 488789)
(658113, 170938)
(23199, 549174)
(515129, 516459)
(677735, 491159)
(111852, 210092)
(652098, 571863)
(519234, 380461)
(475967, 186573)
(573220, 132929)
(349125, 44854)
(306550, 486536)
(238769, 331477)
(413645, 538356)
(198693, 580781)
(2700, 379115)
(471386, 598041)
(62953, 373185)
(534684, 385688)
(274149, 432358)
(667388, 488713)
(27648, 382944)
(179069, 472397)
(189676, 439500)
(437368, 590325)
(629264, 110523)
(619619, 483855)
(97017, 541943)
(402657, 597738)
(553089, 585379)
(244350, 269654)
(413802, 645359)
(31434, 487928)
(323296, 141603)
(288436, 289656)
(298635, 91575)
(125124, 260284)
(107644, 319635)
(470729, 191026)
(139308, 112411)
(179640, 176781)
(99954, 189379)
(480177, 24562)
(547535, 38208)
(480313, 160528)
(307404, 145860)
(578977, 214837)
(234784, 286500)
(251210, 632321)
(621978, 425030)
(545628, 426588)
(394783, 392453)
(298355, 487973)
(181770, 215064)
(565360, 423505)
(232574, 331497)
(408999, 245039)
(236989, 357986)
(585308, 499947)
(22884, 87895)
(145075, 598268)
(394336, 522804)
(423420, 139097)
(482525, 434501)
(429125, 431270)
(128134, 322845)
(222398, 621576)
(21206, 152564)
(155190, 500896)
(74391, 520593)
(263533, 353556)
(660900, 295181)
(409296, 157921)
(184726, 262554)
(521004, 163287)
(328060, 447018)
(574565, 148557)
(184338, 561793)
(527330, 515168)
(360272, 270702)
(206442, 656386)
(665864, 126808)
(524768, 438402)
(407493, 227300)
(613065, 662229)
(287831, 245774)
(524027, 207290)
(318887, 292141)
(541062, 244293)
(528457, 654779)
(465607, 447650)
(458632, 529698)
(346362, 41559)
(552554, 86842)
(567165, 227660)
(99608, 354371)
(412661, 256618)
(130512, 565036)
(431197, 540915)
(109167, 457447)
(141485, 414026)
(316175, 251115)
(204689, 470014)
(500899, 351268)
(45616, 671353)
(304487, 600951)
(400170, 124406)
(7054, 88067)
(609906, 105944)
(547045, 25496)
(200828, 377480)
(118926, 538562)
(585659, 607023)
(455962, 116643)
(9051, 205976)
(493843, 399846)
(278894, 674286)
(250879, 448272)
(531849, 229654)
(295951, 295720)
(318005, 264166)
(223479, 615413)
(342108, 19421)
(67241, 145681)
(346081, 182706)
(340790, 164726)
(162597, 288245)
(52208, 399402)
(466368, 469648)
(518984, 498998)
(450540, 229033)
(528384, 385107)
(160794, 466990)
(41800, 337496)
(173132, 334380)
(2480, 516075)
(82081, 309283)
(440929, 350189)
(8506, 311377)
(36, 533279)
(199281, 206388)
(675688, 351543)
(258352, 604996)
(547498, 503962)
(52670, 366284)
(491014, 70403)
(257103, 419126)
(41813, 540028)
(540, 445901)
(371536, 425664)
(88789, 169373)
(421402, 366426)
(512694, 580573)
(621202, 76525)
(547170, 423382)
(340727, 550237)
(280010, 429328)
(388172, 111811)
(224190, 264959)
(70263, 362211)
(524789, 375016)
(51588, 193112)
(401371, 147137)
(359277, 394846)
(202943, 238288)
(221572, 288466)
(489056, 272132)
(80132, 508562)
(99232, 127980)
(137386, 487854)
(586062, 102065)
(40227, 618444)
(317118, 231915)
(461222, 557785)
(15199, 639469)
(332829, 530728)
(550430, 252765)
(215407, 434169)
(363291, 650393)
(260269, 635420)
(380406, 287628)
(66396, 125791)
(44179, 152125)
(92886, 265065)
(495034, 320570)
(447328, 74867)
(103443, 609186)
(6308, 150871)
(219363, 169063)
(342631, 561076)
(545948, 340161)
(187045, 147087)
(124888, 612117)
(411133, 384487)
(384259, 183193)
(193903, 298011)
(9979, 521312)
(25751, 265040)
(323864, 12289)
(379628, 410884)
(117645, 518217)
(190679, 472170)
(618563, 281869)
(182403, 619365)
(424849, 131307)
(394559, 507328)
(387418, 177878)
(575470, 622509)
(550992, 9844)
(121557, 12070)
(189824, 569942)
(348231, 324086)
(7301, 336291)
(166058, 571070)
(401745, 284194)
(115035, 587856)
(66492, 670378)
(487076, 265091)
(19582, 89777)
(166208, 598565)
(640476, 103456)
(67576, 432550)
(476485, 142836)
(228722, 211905)
(426067, 109670)
(412832, 657206)
(549367, 74637)
(82788, 595394)
(482897, 116461)
(405002, 532485)
(520411, 636160)
(116371, 84824)
(618736, 206724)
(198405, 462345)
(556011, 234746)
(330977, 370458)
(236308, 647210)
(311620, 247551)
(215983, 233282)
(26198, 70028)
(554161, 636935)
(621004, 236145)
(173655, 575878)
(420311, 572011)
(73542, 546864)
(95646, 504523)
(591004, 119670)
(543109, 653858)
(323529, 29280)
(186054, 430172)
(500542, 360221)
(438746, 441925)
(510747, 639793)
(385580, 37252)
(386747, 118558)
(283957, 146023)
(308043, 337666)
(672583, 341986)
(635984, 336378)
(566977, 458072)
(185578, 304469)
(16647, 676001)
(654741, 235904)
(119225, 564489)
(29676, 319714)
(305961, 662521)
(610089, 283449)
(316295, 666892)
(476349, 209807)
(38600, 454096)
(579195, 515062)
(525528, 218821)
(318304, 391815)
(535310, 486772)
